elapsedtime,ECG
seconds,mv
6.32,-0.08
6.324,-0.055
6.328,-0.055
6.332,-0.085
6.336,-0.113
6.34,-0.13
6.344,-0.14
6.348,-0.16
6.352,-0.172
6.356,-0.147
6.36,-0.16
6.364,-0.158
6.368,-0.188
6.372,-0.19
6.376,-0.18
6.38,-0.185
6.384,-0.23
6.388,-0.245
6.392,-0.235
6.396,-0.22
6.4,-0.215
6.404,-0.19
6.408,-0.193
6.412,-0.182
6.416,-0.198
6.42,-0.203
6.424,-0.193
6.428,-0.2
6.432,-0.21
6.436,-0.193
6.44,-0.175
6.444,-0.165
6.448,-0.16
6.452,-0.158
6.456,-0.193
6.46,-0.195
6.464,-0.205
6.468,-0.19
6.472,-0.175
6.476,-0.17
6.48,-0.185
6.484,-0.195
6.488,-0.195
6.492,-0.215
6.496,-0.215
6.5,-0.217
6.504,-0.23
6.508,-0.235
6.512,-0.225
6.516,-0.235
6.52,-0.22
6.524,-0.22
6.528,-0.215
6.532,-0.212
6.536,-0.245
6.54,-0.225
6.544,-0.215
6.548,-0.195
6.552,-0.193
6.556,-0.237
6.56,-0.215
6.564,-0.223
6.568,-0.223
6.572,-0.215
6.576,-0.22
6.58,-0.23
6.584,-0.205
6.588,-0.205
6.592,-0.22
6.596,-0.217
6.6,-0.235
6.604,-0.21
6.608,-0.198
6.612,-0.215
6.616,-0.225
6.62,-0.217
6.624,-0.2
6.628,-0.18
6.632,-0.203
6.636,-0.225
6.64,-0.223
6.644,-0.228
6.648,-0.22
6.652,-0.212
6.656,-0.215
6.66,-0.215
6.664,-0.22
6.668,-0.215
6.672,-0.21
6.676,-0.223
6.68,-0.185
6.684,-0.165
6.688,-0.135
6.692,-0.115
6.696,-0.085
6.7,-0.095
6.704,-0.08
6.708,-0.087
6.712,-0.075
6.716,-0.035
6.72,-0.01
6.724,0.005
6.728,-0.015
6.732,-0.025
6.736,-0.035
6.74,-0.04
6.744,-0.003
6.748,-0.003
6.752,-0.022
6.756,-0.045
6.76,-0.07
6.764,-0.115
6.768,-0.14
6.772,-0.145
6.776,-0.193
6.78,-0.233
6.784,-0.225
6.788,-0.22
6.792,-0.223
6.796,-0.215
6.8,-0.225
6.804,-0.23
6.808,-0.24
6.812,-0.25
6.816,-0.245
6.82,-0.25
6.824,-0.285
6.828,-0.315
6.832,-0.455
6.836,-0.57
6.84,-0.615
6.844,-0.485
6.848,-0.172
6.852,0.258
6.856,0.802
6.86,1.383
6.864,1.692
6.868,1.518
6.872,1.143
6.876,0.787
6.88,0.482
6.884,0.228
6.888,0.05
6.892,-0.08
6.896,-0.16
6.9,-0.21
6.904,-0.24
6.908,-0.265
6.912,-0.282
6.916,-0.282
6.92,-0.278
6.924,-0.3
6.928,-0.287
6.932,-0.31
6.936,-0.323
6.94,-0.315
6.944,-0.305
6.948,-0.315
6.952,-0.295
6.956,-0.305
6.96,-0.305
6.964,-0.3
6.968,-0.31
6.972,-0.3
6.976,-0.307
6.98,-0.3
6.984,-0.318
6.988,-0.31
6.992,-0.3
6.996,-0.292
7,-0.287
7.004,-0.292
7.008,-0.297
7.012,-0.287
7.016,-0.26
7.02,-0.258
7.024,-0.245
7.028,-0.225
7.032,-0.28
7.036,-0.282
7.04,-0.255
7.044,-0.268
7.048,-0.255
7.052,-0.245
7.056,-0.265
7.06,-0.245
7.064,-0.235
7.068,-0.217
7.072,-0.212
7.076,-0.205
7.08,-0.19
7.084,-0.165
7.088,-0.15
7.092,-0.122
7.096,-0.122
7.1,-0.102
7.104,-0.085
7.108,-0.065
7.112,-0.052
7.116,-0.055
7.12,-0.08
7.124,-0.055
7.128,-0.045
7.132,-0.048
7.136,-0.107
7.14,-0.115
7.144,-0.115
7.148,-0.125
7.152,-0.155
7.156,-0.175
7.16,-0.165
7.164,-0.175
7.168,-0.182
7.172,-0.185
7.176,-0.175
7.18,-0.195
7.184,-0.203
7.188,-0.19
7.192,-0.19
7.196,-0.182
7.2,-0.172
7.204,-0.2
7.208,-0.19
7.212,-0.185
7.216,-0.135
7.22,-0.155
7.224,-0.15
7.228,-0.19
7.232,-0.195
7.236,-0.165
7.24,-0.17
7.244,-0.145
7.248,-0.16
7.252,-0.16
7.256,-0.193
7.26,-0.175
7.264,-0.17
7.268,-0.19
7.272,-0.215
7.276,-0.223
7.28,-0.185
7.284,-0.175
7.288,-0.152
7.292,-0.135
7.296,-0.14
7.3,-0.155
7.304,-0.13
7.308,-0.158
7.312,-0.193
7.316,-0.175
7.32,-0.175
7.324,-0.168
7.328,-0.182
7.332,-0.175
7.336,-0.155
7.34,-0.142
7.344,-0.16
7.348,-0.18
7.352,-0.17
7.356,-0.155
7.36,-0.152
7.364,-0.11
7.368,-0.135
7.372,-0.138
7.376,-0.125
7.38,-0.142
7.384,-0.155
7.388,-0.145
7.392,-0.145
7.396,-0.152
7.4,-0.15
7.404,-0.13
7.408,-0.133
7.412,-0.135
7.416,-0.138
7.42,-0.117
7.424,-0.113
7.428,-0.122
7.432,-0.165
7.436,-0.175
7.44,-0.155
7.444,-0.165
7.448,-0.15
7.452,-0.135
7.456,-0.13
7.46,-0.15
7.464,-0.18
7.468,-0.203
7.472,-0.182
7.476,-0.155
7.48,-0.158
7.484,-0.15
7.488,-0.135
7.492,-0.105
7.496,-0.077
7.5,-0.072
7.504,-0.07
7.508,-0.033
7.512,-0.04
7.516,-0.04
7.52,-0.043
7.524,-0.043
7.528,0.018
7.532,0.058
7.536,0.055
7.54,0.055
7.544,0.06
7.548,0.068
7.552,0.068
7.556,0.045
7.56,-0.005
7.564,-0.03
7.568,-0.048
7.572,-0.072
7.576,-0.08
7.58,-0.107
7.584,-0.135
7.588,-0.155
7.592,-0.14
7.596,-0.155
7.6,-0.155
7.604,-0.163
7.608,-0.172
7.612,-0.16
7.616,-0.163
7.62,-0.2
7.624,-0.253
7.628,-0.39
7.632,-0.517
7.636,-0.517
7.64,-0.325
7.644,0.015
7.648,0.487
7.652,1.065
7.656,1.607
7.66,1.78
7.664,1.54
7.668,1.22
7.672,0.887
7.676,0.532
7.68,0.278
7.684,0.095
7.688,-0.005
7.692,-0.04
7.696,-0.08
7.7,-0.13
7.704,-0.195
7.708,-0.265
7.712,-0.265
7.716,-0.255
7.72,-0.27
7.724,-0.255
7.728,-0.24
7.732,-0.253
7.736,-0.235
7.74,-0.24
7.744,-0.25
7.748,-0.24
7.752,-0.24
7.756,-0.24
7.76,-0.24
7.764,-0.235
7.768,-0.24
7.772,-0.255
7.776,-0.24
7.78,-0.225
7.784,-0.205
7.788,-0.225
7.792,-0.23
7.796,-0.22
7.8,-0.185
7.804,-0.19
7.808,-0.205
7.812,-0.212
7.816,-0.195
7.82,-0.225
7.824,-0.223
7.828,-0.175
7.832,-0.172
7.836,-0.165
7.84,-0.163
7.844,-0.163
7.848,-0.168
7.852,-0.175
7.856,-0.16
7.86,-0.198
7.864,-0.212
7.868,-0.203
7.872,-0.188
7.876,-0.168
7.88,-0.182
7.884,-0.172
7.888,-0.145
7.892,-0.107
7.896,-0.113
7.9,-0.095
7.904,-0.058
7.908,-0.045
7.912,-0.025
7.916,-0.043
7.92,-0.033
7.924,-0.035
7.928,-0.025
7.932,-0.003
7.936,0
7.94,0.018
7.944,-0.05
7.948,-0.135
7.952,-0.165
7.956,-0.152
7.96,-0.147
7.964,-0.135
7.968,-0.133
7.972,-0.122
7.976,-0.135
7.98,-0.135
7.984,-0.125
7.988,-0.12
7.992,-0.122
7.996,-0.117
8,-0.117
8.004,-0.113
8.008,-0.135
8.012,-0.102
8.016,-0.085
8.02,-0.1
8.024,-0.13
8.028,-0.147
8.032,-0.12
8.036,-0.098
8.04,-0.122
8.044,-0.115
8.048,-0.102
8.052,-0.152
8.056,-0.165
8.06,-0.16
8.064,-0.16
8.068,-0.165
8.072,-0.135
8.076,-0.133
8.08,-0.135
8.084,-0.113
8.088,-0.07
8.092,-0.075
8.096,-0.14
8.1,-0.17
8.104,-0.17
8.108,-0.16
8.112,-0.142
8.116,-0.125
8.12,-0.155
8.124,-0.145
8.128,-0.145
8.132,-0.145
8.136,-0.145
8.14,-0.113
8.144,-0.113
8.148,-0.12
8.152,-0.115
8.156,-0.128
8.16,-0.128
8.164,-0.122
8.168,-0.117
8.172,-0.128
8.176,-0.135
8.18,-0.13
8.184,-0.113
8.188,-0.125
8.192,-0.128
8.196,-0.147
8.2,-0.14
8.204,-0.125
8.208,-0.128
8.212,-0.13
8.216,-0.11
8.22,-0.107
8.224,-0.095
8.228,-0.083
8.232,-0.1
8.236,-0.107
8.24,-0.1
8.244,-0.11
8.248,-0.1
8.252,-0.11
8.256,-0.113
8.26,-0.115
8.264,-0.09
8.268,-0.075
8.272,-0.07
8.276,-0.068
8.28,-0.065
8.284,-0.065
8.288,-0.07
8.292,-0.07
8.296,-0.045
8.3,-0.01
8.304,0.018
8.308,0.015
8.312,0.01
8.316,0.028
8.32,0.007
8.324,0.028
8.328,0.028
8.332,0.028
8.336,0.005
8.34,-0.035
8.344,-0.045
8.348,-0.07
8.352,-0.105
8.356,-0.105
8.36,-0.095
8.364,-0.095
8.368,-0.102
8.372,-0.1
8.376,-0.102
8.38,-0.085
8.384,-0.117
8.388,-0.155
8.392,-0.188
8.396,-0.228
8.4,-0.355
8.404,-0.455
8.408,-0.48
8.412,-0.323
8.416,0.033
8.42,0.477
8.424,1.022
8.428,1.573
8.432,1.847
8.436,1.647
8.44,1.288
8.444,0.978
8.448,0.682
8.452,0.448
8.456,0.255
8.46,0.115
8.464,0.035
8.468,-0.013
8.472,-0.03
8.476,-0.055
8.48,-0.072
8.484,-0.105
8.488,-0.135
8.492,-0.14
8.496,-0.177
8.5,-0.185
8.504,-0.14
8.508,-0.138
8.512,-0.145
8.516,-0.15
8.52,-0.142
8.524,-0.145
8.528,-0.155
8.532,-0.16
8.536,-0.145
8.54,-0.15
8.544,-0.15
8.548,-0.155
8.552,-0.145
8.556,-0.165
8.56,-0.152
8.564,-0.182
8.568,-0.16
8.572,-0.122
8.576,-0.133
8.58,-0.16
8.584,-0.155
8.588,-0.155
8.592,-0.145
8.596,-0.105
8.6,-0.098
8.604,-0.1
8.608,-0.08
8.612,-0.105
8.616,-0.122
8.62,-0.098
8.624,-0.1
8.628,-0.09
8.632,-0.055
8.636,-0.055
8.64,-0.045
8.644,-0.045
8.648,-0.02
8.652,-0.052
8.656,-0.035
8.66,-0.005
8.664,0.015
8.668,0.025
8.672,0.028
8.676,0.04
8.68,0.085
8.684,0.115
8.688,0.1
8.692,0.087
8.696,0.055
8.7,0.058
8.704,0.055
8.708,0.037
8.712,0.035
8.716,0.01
8.72,0.007
8.724,-0.005
8.728,-0.003
8.732,-0.033
8.736,-0.06
8.74,-0.055
8.744,-0.045
8.748,-0.033
8.752,-0.022
8.756,-0.013
8.76,-0.025
8.764,-0.015
8.768,-0.043
8.772,-0.03
8.776,-0.025
8.78,-0.025
8.784,-0.025
8.788,-0.022
8.792,-0.02
8.796,-0.055
8.8,-0.035
8.804,-0.048
8.808,-0.035
8.812,-0.045
8.816,-0.062
8.82,-0.052
8.824,-0.05
8.828,-0.035
8.832,-0.028
8.836,-0.043
8.84,-0.062
8.844,-0.062
8.848,-0.05
8.852,-0.052
8.856,-0.07
8.86,-0.08
8.864,-0.077
8.868,-0.077
8.872,-0.075
8.876,-0.04
8.88,-0.045
8.884,-0.075
8.888,-0.08
8.892,-0.107
8.896,-0.092
8.9,-0.065
8.904,-0.075
8.908,-0.075
8.912,-0.055
8.916,-0.075
8.92,-0.075
8.924,-0.065
8.928,-0.072
8.932,-0.065
8.936,-0.08
8.94,-0.075
8.944,-0.06
8.948,-0.055
8.952,-0.058
8.956,-0.06
8.96,-0.072
8.964,-0.06
8.968,-0.058
8.972,-0.05
8.976,-0.072
8.98,-0.06
8.984,-0.06
8.988,-0.07
8.992,-0.068
8.996,-0.033
9,-0.033
9.004,-0.025
9.008,-0.065
9.012,-0.055
9.016,-0.033
9.02,-0.007
9.024,-0.025
9.028,-0.035
9.032,-0.025
9.036,-0.013
9.04,-0.003
9.044,-0.01
9.048,-0.003
9.052,-0.015
9.056,-0.013
9.06,-0.003
9.064,0.015
9.068,0.022
9.072,0.007
9.076,0.018
9.08,0.037
9.084,0.087
9.088,0.125
9.092,0.11
9.096,0.1
9.1,0.087
9.104,0.105
9.108,0.105
9.112,0.095
9.116,0.068
9.12,0.045
9.124,0.028
9.128,-0.003
9.132,-0.01
9.136,-0.022
9.14,-0.037
9.144,-0.062
9.148,-0.08
9.152,-0.075
9.156,-0.065
9.16,-0.075
9.164,-0.077
9.168,-0.07
9.172,-0.102
9.176,-0.135
9.18,-0.195
9.184,-0.338
9.188,-0.432
9.192,-0.415
9.196,-0.2
9.2,0.145
9.204,0.618
9.208,1.153
9.212,1.607
9.216,1.692
9.22,1.375
9.224,1.052
9.228,0.777
9.232,0.485
9.236,0.247
9.24,0.105
9.244,0.033
9.248,-0.005
9.252,-0.062
9.256,-0.095
9.26,-0.095
9.264,-0.115
9.268,-0.105
9.272,-0.145
9.276,-0.135
9.28,-0.145
9.284,-0.145
9.288,-0.16
9.292,-0.158
9.296,-0.17
9.3,-0.17
9.304,-0.16
9.308,-0.152
9.312,-0.15
9.316,-0.128
9.32,-0.102
9.324,-0.115
9.328,-0.16
9.332,-0.155
9.336,-0.115
9.34,-0.115
9.344,-0.125
9.348,-0.125
9.352,-0.105
9.356,-0.102
9.36,-0.068
9.364,-0.095
9.368,-0.1
9.372,-0.092
9.376,-0.09
9.38,-0.098
9.384,-0.092
9.388,-0.075
9.392,-0.06
9.396,-0.08
9.4,-0.062
9.404,-0.05
9.408,-0.045
9.412,-0.052
9.416,-0.033
9.42,-0.033
9.424,-0.035
9.428,-0.013
9.432,0.022
9.436,0.035
9.44,0.045
9.444,0.055
9.448,0.065
9.452,0.068
9.456,0.098
9.46,0.087
9.464,0.08
9.468,0.085
9.472,0.085
9.476,0.095
9.48,0.075
9.484,0.065
9.488,0.058
9.492,0.055
9.496,0.028
9.5,0.005
9.504,-0.015
9.508,-0.005
9.512,-0.02
9.516,-0.037
9.52,-0.048
9.524,-0.025
9.528,-0.043
9.532,-0.028
9.536,-0.02
9.54,-0.013
9.544,-0.033
9.548,-0.043
9.552,-0.035
9.556,-0.037
9.56,-0.025
9.564,-0.01
9.568,-0.033
9.572,-0.003
9.576,-0.025
9.58,-0.072
9.584,-0.065
9.588,-0.048
9.592,-0.025
9.596,-0.033
9.6,-0.03
9.604,-0.043
9.608,-0.045
9.612,-0.035
9.616,-0.043
9.62,-0.06
9.624,-0.07
9.628,-0.052
9.632,-0.05
9.636,-0.043
9.64,-0.033
9.644,-0.025
9.648,-0.025
9.652,-0.025
9.656,-0.022
9.66,-0.015
9.664,-0.028
9.668,-0.028
9.672,-0.052
9.676,-0.065
9.68,-0.045
9.684,-0.045
9.688,-0.033
9.692,-0.062
9.696,-0.055
9.7,-0.062
9.704,-0.043
9.708,-0.035
9.712,-0.03
9.716,-0.035
9.72,-0.035
9.724,-0.022
9.728,-0.025
9.732,-0.037
9.736,-0.06
9.74,-0.052
9.744,-0.04
9.748,-0.045
9.752,-0.05
9.756,-0.043
9.76,-0.043
9.764,-0.028
9.768,-0.035
9.772,-0.033
9.776,-0.045
9.78,-0.07
9.784,-0.045
9.788,-0.035
9.792,-0.035
9.796,-0.025
9.8,-0.022
9.804,-0.035
9.808,-0.05
9.812,-0.03
9.816,-0.037
9.82,-0.045
9.824,-0.037
9.828,-0.03
9.832,-0.02
9.836,-0.015
9.84,-0.025
9.844,-0.025
9.848,-0.013
9.852,-0.003
9.856,0.02
9.86,0.035
9.864,0.055
9.868,0.055
9.872,0.058
9.876,0.06
9.88,0.045
9.884,0.025
9.888,0.018
9.892,-0.01
9.896,-0.015
9.9,-0.033
9.904,-0.068
9.908,-0.072
9.912,-0.08
9.916,-0.077
9.92,-0.075
9.924,-0.077
9.928,-0.1
9.932,-0.105
9.936,-0.122
9.94,-0.117
9.944,-0.14
9.948,-0.17
9.952,-0.287
9.956,-0.393
9.96,-0.407
9.964,-0.255
9.968,0.068
9.972,0.46
9.976,0.948
9.98,1.488
9.984,1.728
9.988,1.492
9.992,1.083
9.996,0.748
